,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,max value,max_Action
1,0.1497433,0.15299533,0.14823346,0.15031591,0.14952008,0.15038295,0.15215057,0.14792854,0.1503975,8.833895,8.8857565,8.959469,9.102551,8.652591,8.871166,9.091666,8.840977,9.019834,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,9.137618944,9.189807489,9.265172195,9.411355061,8.957996343,9.17848524,9.402321749,9.146029057,9.323923723,9.411355061,4
2,0.10350479,0.10825487,0.10096137,0.103311315,0.1020257,0.1028692,0.10530106,0.10162057,0.10606379,7.9147053,7.9384284,8.263343,8.208735,7.031444,8.019511,8.259455,7.430355,8.155435,0.36130786,0.3482936,0.36131454,0.34953243,0.35350478,0.35483736,0.34728396,0.3530892,0.34868032,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,8.372997974,8.388058429,8.719201205,8.655435246,7.480465963,8.47081793,8.705451049,7.878564167,8.602466853,8.719201205,3
3,0.05869714,0.059665576,0.058507193,0.05950789,0.058791243,0.059115186,0.05932806,0.058018856,0.059398346,4.462707,4.1384025,4.5591793,4.3212733,4.854358,4.4414124,4.4161425,4.3816586,3.5721745,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,4.675384784,4.349123735,4.775156228,4.539269341,5.069034506,4.657463876,4.633975739,4.596800973,3.785265069,5.069034506,5
4,0.09715401,0.09935505,0.09591452,0.097346544,0.09644112,0.09687945,0.09779821,0.09555819,0.098035656,7.871363,7.952202,8.084428,7.9379992,7.656884,8.053775,7.989801,7.6882806,7.8268223,0.41515917,0.39933234,0.41425934,0.399118,0.40475583,0.40619308,0.39614254,0.40389884,0.39890283,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,8.377156204,8.443970949,8.588184155,8.428320245,8.151572433,8.5504479,8.477152779,8.181237027,8.316048529,8.588184155,3
5,0.18220791,0.18748578,0.18127128,0.18184035,0.18219133,0.18276419,0.18412259,0.17974073,0.18343613,6.2042513,6.168008,6.373437,6.2982173,6.2235427,6.327947,6.2290797,6.256854,6.2199883,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,6.540439854,6.506549439,6.712178015,6.638545801,6.561619293,6.66764748,6.571707469,6.593718247,6.557116653,6.712178015,3
