,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,max_value,max_Action,,secound max
1,0.639480915,0.611368743,0.648984412,0.641144478,0.656800853,0.631841477,0.631074774,0.65811556,0.642902589,0.259308224,0.2638184,0.261660551,0.258540171,0.266208168,0.264867794,0.26484163,0.267514447,0.260817284,0.073410936,0.075356623,0.073048094,0.07354017,0.074443412,0.073572137,0.074812156,0.074076813,0.075671878,0.000258549,0.000393309,0.000315418,0.000352808,0.000329117,0.000336471,0.000407147,0.000293179,0.000338022,0.972458624,0.950937075,0.984008474,0.973577628,0.99778155,0.970617878,0.971135707,1,0.979729773,1,8,down,
2,0.703673619,0.763458113,0.661356363,0.752542404,0.676169566,0.688308538,0.805208653,0.667073123,0.732130323,0.16152142,0.161314878,0.156721078,0.163392813,0.165196958,0.160466803,0.161256192,0.163985601,0.162863066,0.032209752,0.031779952,0.031550734,0.033437314,0.03206926,0.03134238,0.032138092,0.031684296,0.032768687,0.000887172,0.001349581,0.001082307,0.001210607,0.001129313,0.001154548,0.001397063,0.001006,0.001159871,0.898291964,0.957902523,0.850710483,0.950583137,0.874565097,0.881272269,1,0.86374902,0.928921947,1,7,left,
3,0.788400054,0.808707692,0.885831913,0.72687223,0.805999786,0.906886747,0.740829021,0.839076531,0.696222866,0.069341428,0.070452864,0.06990655,0.070191383,0.069950828,0.069398622,0.068270488,0.06891385,0.07041246,0.02355338,0.022944071,0.022484943,0.025707222,0.02319796,0.022059834,0.023514982,0.022586714,0.024694894,0.00127157,0.001934334,0.001551254,0.001735144,0.001618628,0.001654796,0.002002389,0.001441885,0.001662425,0.882566432,0.904038961,0.979774661,0.824505979,0.900767202,1,0.83461688,0.93201898,0.792992645,1,6,right,
4,0.737174176,0.713448723,0.728109857,0.73562771,0.758407564,0.716772547,0.731042052,0.733077039,0.770071641,0.191354254,0.190565792,0.192041156,0.190228565,0.190696585,0.190362427,0.184375388,0.192415915,0.189717784,0.039559182,0.03930965,0.039303156,0.039881675,0.03962502,0.039304586,0.039457954,0.039463318,0.039554281,0.000501992,0.000763638,0.000612406,0.000685002,0.000639003,0.000653282,0.000790505,0.000569229,0.000656294,0.968589604,0.944087802,0.960066575,0.966422952,0.989368172,0.947092842,0.9556659,0.9655255,1,1,9,down,
5,0.777069193,0.716079279,0.700297969,0.826742767,0.771651857,0.656633055,0.758348402,0.695587903,0.836084656,0.120579287,0.121137082,0.118997277,0.121835843,0.12243067,0.120086443,0.11971481,0.12124922,0.121564667,0.04002648,0.039456462,0.039136143,0.041704814,0.039821128,0.038844028,0.039939132,0.039302609,0.040810227,0.001178272,0.001792407,0.001437435,0.001607833,0.001499865,0.00153338,0.001855469,0.00133609,0.001540449,0.938853233,0.87846523,0.859868824,0.991891257,0.93540352,0.817096906,0.919857813,0.857475822,1,1,9,left,
