,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,max value,max_Action,,,
1,0.015900539,0.016245856,0.015740216,0.015961341,0.015876836,0.01596846,0.016156155,0.015707838,0.015970005,0.938029875,0.943536805,0.951363989,0.966557196,0.918778054,0.941987508,0.965401369,0.93878188,0.957773866,0.017042808,0.016774529,0.017402439,0.017481463,0.017243834,0.017343875,0.017530573,0.017374478,0.017138785,-0.000692326,-0.000734637,-0.000681466,0,-0.000691109,-0.000679547,-0.000699652,-0.000690269,-0.000818928,0.970280896,0.975822553,0.983825178,1,0.951207615,0.974620297,0.998388446,0.971173927,0.990063727,1,4,left,,
2,0.011862172,0.012406555,0.011570683,0.011839999,0.011692661,0.01178933,0.012068033,0.011646231,0.012155446,0.907065204,0.909783991,0.947020846,0.940762493,0.805838998,0.919076467,0.946575261,0.851556214,0.934654044,0.041407706,0.039916206,0.041408471,0.040058182,0.040513433,0.040666154,0.039800496,0.040465806,0.039960526,-0.000747222,-0.000792888,0,-0.000704076,-0.000745909,-0.00073343,-0.000755129,-0.000745002,-0.000883864,0.95958786,0.961313864,1,0.991956598,0.857299183,0.970798521,0.997688661,0.902923248,0.985886152,1,3,right,,
3,0.011564701,0.011755506,0.011527278,0.011724438,0.011583242,0.011647066,0.011689007,0.011431064,0.011702855,0.879257053,0.815361525,0.898264339,0.851391325,0.956421407,0.875061521,0.870082764,0.863288633,0.703801442,0.031622354,0.031124571,0.032289637,0.032436263,0.031995351,0.032180974,0.032527387,0.032237756,0.031800436,-0.001284587,-0.001363094,-0.001264437,-0.001210412,0,-0.001260876,-0.001298181,-0.00128077,-0.001519494,0.921159522,0.856878508,0.940816816,0.894341614,1,0.917628686,0.913000977,0.905676684,0.74578524,1,5,down,,
4,0.011304073,0.011560169,0.011159856,0.011326475,0.011221127,0.011272128,0.011379027,0.011118396,0.011406655,0.915849638,0.925255425,0.940640199,0.9236029,0.890894555,0.937073658,0.929630148,0.894547615,0.910667234,0.048304642,0.046463158,0.048199945,0.046438219,0.047094192,0.047261419,0.046092018,0.046994479,0.046413183,-0.000758613,-0.000804975,0,-0.000714809,-0.00075728,-0.00074461,-0.000766641,-0.000756359,-0.000897337,0.974699741,0.982473777,1,0.980652784,0.948452595,0.994862594,0.986334552,0.951904132,0.967589734,1,3,right,,
5,0.02711994,0.027905501,0.026980531,0.027065232,0.027117472,0.027202737,0.027404922,0.026752723,0.027302749,0.923444654,0.918050178,0.94862636,0.937430612,0.926315998,0.9418556,0.927140129,0.931274073,0.925786959,0.023889013,0.023512964,0.024393109,0.024503878,0.024170792,0.024311021,0.024572717,0.024353917,0.024023544,-0.000970437,-0.001029745,0,-0.000914402,-0.000968732,-0.000952525,-0.000980707,-0.000967554,-0.001147897,0.973483169,0.968438898,1,0.98808532,0.97663553,0.992416832,0.978137061,0.981413159,0.975965354,1,3,right,,
