,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,max_value,max_action
1,0.21546212,0.2202349,0.21233359,0.21536389,0.2142118,0.21543261,0.218536,0.21241428,0.21646932,7.674816,7.1965556,7.617705,7.715356,7.669681,7.6437306,7.711976,7.6465154,7.6474795,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,8.044258764,7.567846159,7.987508325,8.089208041,8.039778063,8.0160995,8.089017179,8.016053197,8.017641043,8.089208041,4
2,0.04135617,0.048075102,0.038488552,0.04203689,0.04041012,0.04155204,0.04514192,0.040786065,0.047020495,0.1593903,0.11706182,0.16533554,0.18762513,0.17136028,0.16580522,0.16226004,0.11801334,0.13080785,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,0.354727114,0.316192581,0.361293827,0.388150171,0.367655663,0.36429355,0.365907139,0.315922922,0.331520568,0.388150171,4
3,0.046000186,0.04866002,0.045162573,0.04670565,0.045747977,0.0464061,0.047644638,0.04549262,0.04801978,0.16609609,0.14595744,0.1822792,0.1979734,0.18276837,0.18104497,0.17671409,0.15364636,0.16132489,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,0.36607692,0.345673119,0.384911508,0.403167201,0.38440161,0.38438736,0.382863907,0.356262497,0.363036893,0.403167201,4
4,0.06973772,0.07201959,0.06891169,0.069636926,0.068986416,0.06980409,0.071126595,0.06877322,0.07164015,0.18019141,0.08444019,0.18618497,0.20242314,0.18623126,0.17515354,0.15064874,0.11418387,0.110716835,0.16050062,0.1579741,0.16388744,0.16463165,0.16239378,0.16333592,0.16509415,0.16362412,0.16140448,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,0.403909774,0.307515439,0.412566395,0.430548217,0.411102939,0.40189392,0.380280514,0.340080607,0.336049208,0.430548217,4
5,0.11419759,0.11519976,0.1134258,0.114034794,0.11335231,0.11369339,0.11393507,0.112245426,0.113426134,8.110475,8.135981,8.216406,8.0062275,7.668683,8.163565,7.9514875,7.7829237,7.7752447,0.46311697,0.44478545,0.4614099,0.44327694,0.45039794,0.4519284,0.43965405,0.44914788,0.44362903,-0.006519976,-0.006918442,-0.006417705,-0.006143499,-0.006508517,-0.00639963,-0.006588971,-0.006500603,-0.007712257,8.681269584,8.689047769,8.784823995,8.557395735,8.225924733,8.72278716,8.498487649,8.337816403,8.324587607,8.784823995,3
