,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,max_value,max_action,
1,0.358834858,0.363639004,0.381160467,0.356391118,0.341797383,0.346165549,0.355256937,0.343668068,0.372106738,0.069759425,0.068906148,0.069276195,0.069034865,0.067280805,0.06676825,0.068577719,0.068669668,0.069214374,0.518471137,0.5447894,0.463586925,0.501618211,0.44925837,0.512609176,0.4725224,0.462386559,0.47102322,0.02161777,0.022665448,0.021969107,0.021785029,0.020693962,0.022621197,0.022949121,0.021093055,0.023595124,0.96868319,1,0.935992694,0.948829223,0.87903052,0.948164173,0.919306176,0.89581735,0.935939456,1,2,up
2,0.273379747,0.269311676,0.273768598,0.280264814,0.284206959,0.276365927,0.276408994,0.260545412,0.275241177,0.059524698,0.061338429,0.061730905,0.060369399,0.063098095,0.062241501,0.061220835,0.060469937,0.057247901,0.538429393,0.544891793,0.571674612,0.556286292,0.507897089,0.644262695,0.546151878,0.565018895,0.494361589,0.017683627,0.016892839,0.016910478,0.017441608,0.016838342,0.017129877,0.017288726,0.016356137,0.018284706,0.889017465,0.892434738,0.924084592,0.914362113,0.872040485,1,0.901070433,0.902390381,0.845135373,1,6,right
3,0.503512525,0.470915182,0.511688979,0.505413643,0.465730068,0.524973087,0.482961618,0.494058836,0.507179359,0.091259687,0.087052585,0.097421689,0.092239316,0.093018596,0.096443964,0.092701712,0.093722972,0.091950441,0.308008264,0.300926407,0.312228582,0.31091126,0.308658026,0.338543703,0.313170038,0.315794674,0.305890782,0.040880216,0.039934103,0.039985674,0.040348626,0.040308728,0.040039245,0.040312011,0.040102868,0.040400067,0.943660692,0.898828278,0.961324923,0.948912845,0.907715418,1,0.929145379,0.943679349,0.945420648,1,6,right
4,0.259894466,0.244874594,0.25297498,0.262621371,0.250763823,0.254783983,0.244123456,0.25964008,0.259004402,0.041360457,0.04353054,0.044090641,0.043118623,0.045419437,0.045280042,0.044298123,0.04464523,0.042910937,0.622028598,0.589958607,0.637828087,0.613826514,0.540246997,0.683321744,0.532641319,0.607539328,0.53874186,0.016149646,0.01629409,0.016144139,0.014883024,0.014506676,0.016614231,0.016469405,0.014046861,0.017249044,0.939433166,0.894657832,0.951037848,0.934449533,0.850936933,1,0.837532304,0.925871498,0.857906242,1,6,left
5,0.440521726,0.419961584,0.457938559,0.440204387,0.418976098,0.466665806,0.434165041,0.445310338,0.440531218,0.091570574,0.091909588,0.092342349,0.091491235,0.092028722,0.092099781,0.09240731,0.092323041,0.091954549,0.386560765,0.366154961,0.395443151,0.388108585,0.367911486,0.406511965,0.377304138,0.371486585,0.362097813,0.033925383,0.034094355,0.034064354,0.033608603,0.033156236,0.034722448,0.034520307,0.033167598,0.034104453,0.952578448,0.912120487,0.979788414,0.95341281,0.912072541,1,0.938396795,0.942287563,0.928688033,1,6,left
